Time,P3,F3,C3,Cz,T7,P4,F4,C4,T8
37.506,53.93479038,-618.4626363,-154.7920598,-150.1503351,-560.8346898,-563.2484153,-434.3192214,10.99756244,-168.1739934
37.508,53.10813022,-616.6297935,-152.5796575,-147.9149835,-558.6442601,-562.7789328,-434.1629714,13.56799701,-164.8882268
37.51,51.319556,-617.8591388,-153.4737004,-147.8705499,-562.5558812,-563.2036154,-435.2586746,13.12097552,-169.3585637
37.512,48.25754428,-621.8153976,-156.1333684,-151.0219171,-569.9318578,-565.8858664,-438.3426589,10.19287494,-174.7900823
37.514,47.58713413,-621.2119001,-155.0825871,-151.2455499,-568.0319555,-565.1035178,-437.5379714,10.1257973,-176.8241399
37.516,49.62082553,-618.8649676,-154.077216,-150.1278742,-568.1437719,-563.4495871,-434.7664871,11.57867816,-178.1205266
37.518,50.96213413,-618.9320224,-152.6909856,-147.5800226,-567.7861058,-562.7342551,-433.5819168,12.71863177,-178.1205266
37.52,51.54318882,-620.3178304,-152.7359075,-146.8646906,-567.1603734,-563.0025656,-434.1854324,13.70209125,-175.4159368
37.522,51.54318882,-622.4635976,-154.077216,-148.2279718,-566.3779027,-563.2036154,-434.3866043,13.85858539,-174.0077337
37.524,52.48215366,-624.3411449,-153.6524114,-149.1000421,-565.5956762,-564.544802,-435.3924636,13.85858539,-173.7395452
37.526,54.31467319,-624.7881797,-151.77497,-148.563421,-563.852268,-563.8742697,-436.1073074,14.9091225,-172.0408147
37.528,53.64426303,-624.5870135,-152.3111028,-149.301214,-564.3664281,-563.3154319,-435.7274246,13.85858539,-170.8785833
37.53,51.74436069,-624.4752563,-154.1216496,-148.1386163,-566.2663305,-562.935427,-433.4705886,15.62433246,-170.029218
37.532,51.38693882,-624.0952762,-154.2110051,-147.9599054,-568.9931371,-561.6167014,-432.5985183,16.38434222,-175.0582708
37.534,52.41477085,-623.0223916,-154.4790715,-148.6976984,-571.7870824,-561.8178733,-431.9725418,15.82550433,-179.5734075
37.536,54.98557163,-619.5355199,-151.908759,-148.0492609,-571.2507055,-561.1920188,-430.2518386,14.01501849,-185.3401311
37.538,57.06418491,-616.9203656,-149.3828801,-146.6185968,-567.6967504,-559.359133,-427.6590652,14.104435,-183.8202337
37.54,58.89719272,-616.5403865,-148.1089543,-144.7186945,-562.935764,-557.4592307,-425.3338699,16.07141498,-177.6063665
37.542,59.67941928,-616.1827586,-147.0811223,-143.4896906,-560.1196019,-555.9616721,-423.1659011,18.99945453,-172.8678411
37.544,59.67941928,-616.9650691,-146.1421575,-142.9306085,-560.454807,-557.7275412,-423.523323,19.2006264,-170.1409124
37.546,60.14865757,-616.026296,-144.5103215,-142.2377374,-557.4596898,-559.8061545,-427.7703933,16.27252582,-174.0748723
37.548,59.85813022,-616.6968482,-144.9575871,-142.4838312,-560.5219457,-561.2366965,-431.726448,11.77985004,-185.36247
37.55,57.44406772,-620.4966443,-145.874091,-143.2885187,-565.8639867,-563.1589377,-432.7323074,10.88580707,-184.6919378
37.552,55.1867435,-624.072924,-147.9077825,-145.0541437,-569.7753637,-564.7906516,-433.7606277,10.57287982,-186.3683294
37.554,52.88449741,-626.4869121,-150.6348332,-149.1669367,-569.9543187,-566.6235373,-435.7049636,9.432926207,-187.865888
37.556,53.04074741,-625.9951747,-150.9028996,-148.9657648,-568.836643,-566.2211936,-434.6551589,10.7740517,-185.8541692
37.558,53.50998569,-626.4645598,-152.2886418,-147.7811945,-568.300266,-564.2318137,-432.7996902,12.69629291,-183.037885
37.56,53.75607944,-627.9397758,-153.2500676,-148.1835382,-568.300266,-564.3212912,-432.9110183,12.85272601,-181.607343
37.562,53.82297397,-628.4538653,-153.4737004,-147.4682062,-567.1603734,-563.8519309,-434.2528152,13.70209125,-177.7405217
37.564,54.49387241,-627.7162574,-152.0654973,-147.7587335,-563.4274633,-562.7119162,-433.492073,16.11609271,-170.565595
37.566,55.54416538,-628.7667907,-149.9863957,-148.0717218,-562.958225,-561.7508567,-431.1229324,17.27838519,-169.7609075
37.568,54.82883335,-631.0019649,-148.690009,-146.976507,-562.9135472,-562.1978781,-430.0731277,18.17242816,-169.2468694
37.57,52.52658725,-631.2254813,-150.7691106,-145.4564874,-562.5334203,-563.2707541,-428.5301589,19.24536517,-164.0612005
37.572,52.14670444,-629.437342,-150.1206731,-145.6801203,-564.0756566,-560.6555197,-426.1610183,20.22882464,-167.5481389
37.574,50.8952396,-628.4315131,-150.6797551,-147.7362726,-567.3390844,-560.7449973,-426.898323,18.50775531,-174.83476
37.576,51.02902866,-626.6880782,-150.0762395,-146.797796,-567.406223,-561.7731955,-426.1610183,19.69238666,-171.9066594
37.578,52.61594272,-624.4752563,-149.4727239,-147.0209406,-567.6073949,-561.7508567,-424.1492996,18.82068255,-176.7123235
37.58,54.00217319,-624.2964423,-149.9863957,-148.8764093,-567.5180394,-560.5661643,-422.4285964,18.93243793,-178.5675481
37.582,54.4264896,-624.7434772,-151.193427,-150.5082453,-568.1662328,-560.0073264,-424.663948,19.22296527,-177.695844
37.584,56.23703647,-625.7940085,-151.93122,-148.7645929,-566.1320531,-560.8343528,-428.2840652,17.97125629,-177.6063665
37.586,56.90744663,-624.4305518,-150.0088567,-147.691839,-563.4052465,-562.3319113,-428.9998855,17.94891742,-176.265302
37.588,55.58908725,-626.5316165,-148.7573918,-146.3060968,-562.7792699,-563.8519309,-430.8104324,17.83716205,-176.3771184
37.59,53.80100132,-629.8396743,-149.0479192,-146.3954523,-563.7182347,-564.9023459,-434.1405105,16.38434222,-178.4333928
37.592,51.38693882,-632.2313102,-150.1206731,-147.7587335,-565.1486547,-565.2153342,-435.2362136,14.59619525,-178.6569036
37.594,50.55979038,-633.5724147,-151.5513371,-149.2113703,-567.6967504,-565.0588401,-433.7157058,13.50091937,-178.3887151
37.596,51.40939975,-634.8241122,-153.3169621,-149.8148859,-569.0602758,-563.3154319,-431.3914871,15.28906634,-175.5724309
37.598,51.76682163,-636.8804725,-153.2500676,-150.5302179,-566.3110082,-564.723635,-432.9334793,14.48443988,-176.2429632
37.6,52.6608646,-636.4781402,-152.4453801,-149.7035578,-563.6957738,-565.0141623,-434.0955886,12.47278216,-176.9581731
37.602,52.41477085,-639.6073859,-151.8862981,-149.0101984,-562.8017308,-563.4495871,-435.1463699,12.49512103,-176.5558294
37.604,49.19650913,-645.5305999,-154.3003606,-149.0551203,-564.3664281,-563.5166037,-436.6444168,13.25506976,-176.3323186
37.606,45.64230991,-647.20698,-157.2061223,-150.7089288,-569.7531469,-566.7575705,-436.9569168,14.1938515,-177.2040227
37.608,44.39084507,-644.144789,-157.1392278,-151.2680109,-572.8376195,-571.5855735,-437.8065261,14.05975726,-176.8911565
37.61,45.73166538,-639.6520904,-151.9981145,-147.5126398,-567.6520726,-574.3125022,-439.2596511,15.31140521,-173.2701848
37.612,49.19650913,-634.1312087,-150.2549504,-146.2162531,-564.3215062,-573.7760031,-440.0418777,17.4348183,-167.2799505
37.614,52.90695835,-631.6725162,-150.2100285,-147.8705499,-565.0368383,-571.3844016,-438.3426589,18.3959389,-163.0554632
37.616,56.12522007,-630.3090594,-150.0982121,-148.407171,-564.5898168,-570.6915305,-437.5604324,18.3959389,-161.9825872
37.618,61.22141147,-626.3751529,-148.0420598,-150.9101007,-567.5402562,-570.0209983,-439.3485183,13.70209125,-176.444135
37.62,64.70822788,-624.7434772,-146.8574895,-153.7938898,-570.5353734,-569.3280051,-439.929573,10.01404193,-188.4694036
37.622,64.79807163,-629.526749,-148.1089543,-153.8383234,-572.1894262,-570.8255637,-442.8797683,8.650638609,-189.989301
37.624,65.1554935,-629.8620246,-147.3716496,-152.832464,-573.664768,-571.5632346,-445.3387527,6.191898375,-189.7434514
37.626,64.8874271,-630.5996326,-147.4160832,-150.7763117,-573.284641,-572.2784446,-445.8748855,7.086002379,-185.8988469
37.628,63.88156772,-631.3372405,-147.7290715,-148.9657648,-571.5859105,-572.6137717,-446.3895339,8.60589984,-181.6296819
37.63,62.80832553,-628.9679549,-146.6563176,-148.407171,-568.657932,-572.747927,-447.8641433,8.628238707,-181.8979925
37.632,64.21652866,-626.8445399,-145.874091,-148.2059992,-569.7084691,-570.5797141,-446.679573,8.76239398,-181.0709661
37.634,67.16721225,-625.279919,-144.7788762,-149.7255304,-569.7084691,-567.7634299,-445.3836746,9.544681578,-177.4499944
37.636,73.67160678,-618.2391189,-142.9009465,-150.5302179,-568.9931371,-567.8304465,-447.5741043,8.002384215,-178.947553
37.638,79.32639194,-613.4781974,-142.6104192,-151.3124445,-571.2953832,-568.8363059,-451.3065261,5.074344664,-185.7648137
37.64,79.63938022,-616.4286273,-145.6279973,-159.426214,-581.1301,-569.7750266,-456.7830886,-2.681697816,-197.8570989
37.642,78.0749271,-617.8591388,-144.4658879,-155.4701593,-579.1633031,-570.4008811,-457.945198,-0.223018617,-194.7725042
37.644,75.88449741,-618.9096711,-143.5269231,-152.3407648,-573.7316625,-570.8927024,-456.2469558,3.844974547,-189.0952581
37.646,77.20285678,-617.6356214,-142.0742864,-151.1786554,-570.446018,-567.6740744,-450.9041824,7.421268492,-184.6024602
37.648,78.0749271,-619.0884851,-142.0742864,-151.1561945,-571.3625219,-563.6954367,-446.5008621,8.248294859,-185.4294866
37.65,76.91232944,-621.1001418,-142.0518254,-151.2680109,-571.9435765,-565.6400168,-447.3953933,8.382389098,-183.4402288
37.652,75.95139194,-619.6472781,-141.8506535,-150.329046,-571.3176,-567.383425,-447.5516433,9.276432066,-180.9368108
37.654,76.17502475,-619.6025746,-142.8565129,-150.329046,-570.5578344,-569.1939719,-448.6248855,9.142337828,-182.5238469
37.656,78.14182163,-619.3343537,-141.1128606,-148.8764093,-568.6801488,-569.5739768,-447.1942214,10.2152138,-181.4733098
37.658,77.71701694,-619.7143338,-140.2188176,-146.8422296,-566.4225805,-570.5126975,-447.0604324,11.28808978,-175.8852971
37.66,77.4264896,-620.3848861,-141.1128606,-147.848089,-565.8415258,-571.138552,-445.8084793,12.71863177,-170.4762395
37.662,80.04172397,-618.3732293,-141.2471379,-148.407171,-565.7743871,-569.0821555,-443.5506668,13.18799212,-170.3420842
37.664,81.15939975,-615.0204676,-141.0235051,-148.8539484,-567.6967504,-569.7526877,-444.5565261,8.047122984,-179.3722356
37.666,83.46164585,-612.1147411,-138.9893254,-151.2011163,-569.0378148,-568.456301,-448.1776199,4.314395934,-190.346845
37.668,81.96408725,-613.8358253,-139.2578801,-152.117132,-570.6918676,-569.6633322,-449.1385574,4.046146422,-193.2972844
37.67,78.67844272,-615.0204676,-140.9566106,-151.8939874,-571.675266,-571.7197287,-450.5467605,4.828434019,-188.3352483
37.672,76.75607944,-612.6735347,-142.5879582,-150.9550226,-571.1166722,-571.8537619,-451.7762527,5.633121519,-185.7871526
37.674,77.13596225,-611.868872,-142.4541692,-150.5526788,-571.2282445,-570.3785422,-452.3348464,6.750736266,-183.8872503
37.676,79.17014194,-609.2984213,-140.330634,-149.457464,-570.4906957,-567.0705588,-449.4071121,9.231754332,-180.0651067
37.678,81.09250522,-608.538462,-139.3916692,-148.0717218,-568.3674047,-565.2600119,-447.5965652,11.10931781,-174.9242376
37.68,81.2936771,-609.6113457,-140.174384,-147.8036554,-567.8307836,-565.3941672,-447.4842605,10.48346332,-171.7949651
37.682,81.04758335,-611.5559474,-141.1128606,-148.1835382,-566.9592015,-566.8470481,-451.038948,8.315311461,-172.8231634
37.684,82.32150913,-610.550119,-140.509345,-148.407171,-565.0146215,-568.4786399,-454.8162918,5.409610777,-179.9309514
37.686,83.59543491,-608.1584824,-137.4697942,-149.8598078,-564.1205785,-568.3669455,-456.9617996,3.397953062,-188.1564153
37.688,80.15354038,-607.9126132,-138.0952825,-150.6420343,-565.2604711,-568.8809836,-459.1971511,3.196781187,-185.3401311
37.69,76.84543491,-608.7843312,-142.3198918,-150.195257,-569.0378148,-567.8975852,-460.0907058,3.733219176,-185.004804
37.692,73.47043491,-612.8523486,-145.9854192,-152.4975031,-576.145725,-567.4729026,-462.0135574,1.676883727,-186.2118352
37.694,73.26926303,-614.3275636,-147.0811223,-153.4584406,-579.8561742,-566.1765158,-461.5213699,0.782779723,-184.4460882
37.696,73.71604038,-615.5569094,-146.4776067,-154.0619562,-577.732639,-566.2211936,-461.5438308,2.056827574,-183.1720403
37.698,75.39279819,-615.1992815,-146.2764348,-154.5761163,-573.284641,-563.6059592,-461.476448,3.57678607,-181.6296819
37.7,79.63938022,-610.1030841,-145.1138371,-153.9276788,-571.7424047,-559.8509543,-459.6444168,3.129703551,-188.8046087
37.702,80.35471225,-609.1419591,-146.2539739,-155.3583429,-574.3798558,-559.7614768,-461.7450027,0.089908629,-194.4372991
37.704,76.82297397,-613.1876247,-149.9419621,-158.4428156,-575.2738988,-560.9908469,-463.3768386,-1.720577211,-195.8453801
37.706,76.06320835,-616.1827586,-150.3443059,-156.0062921,-571.16135,-560.7003196,-465.0975418,-0.781795473,-191.6208928
37.708,73.22434116,-619.7813886,-151.2158879,-152.676214,-570.8930394,-562.3095725,-467.4227371,0.626346617,-186.8823675
37.71,69.89426303,-620.9883826,-151.5288762,-152.2514093,-571.4071996,-563.3154319,-469.0760574,1.341617613,-183.7307561
37.712,66.45188022,-622.9553359,-153.9873723,-153.2348078,-570.8483617,-564.9918235,-471.6024246,-0.558284731,-181.3614934
37.714,65.0436771,-623.7376483,-155.7085637,-156.0961359,-568.9484594,-565.4388449,-473.3231277,-2.659358949,-182.7920354
37.716,67.99436069,-619.9378512,-154.8145207,-157.9061945,-568.2778051,-562.6448996,-471.2225418,-3.352291078,-189.0727971
37.718,69.15647007,-620.742514,-155.1050481,-157.3251398,-566.5121801,-561.0355246,-469.0760574,-2.36877057,-184.825971
37.72,69.62570835,-621.6142314,-155.5967473,-155.4701593,-565.3498265,-559.9849875,-468.4061355,-1.675899477,-181.3168157
37.722,71.01145053,-622.3518394,-156.4463567,-156.0062921,-568.4567601,-560.1861594,-468.7410964,-2.614681215,-179.7297796
37.724,73.15744663,-620.653107,-156.736884,-155.5370538,-571.0048558,-558.6215842,-467.9588699,-2.905269594,-181.9650091
37.726,72.48703647,-617.7026771,-155.7085637,-157.1688898,-568.5461156,-559.0462668,-469.367073,-3.57580182,-184.9824651
37.728,68.01633335,-618.529691,-156.0664739,-159.6049249,-567.763889,-562.6002219,-470.7977371,-5.207454652,-184.7812932
37.73,64.39572788,-621.0554383,-158.7930364,-160.6781671,-570.6025121,-565.3941672,-473.2557449,-7.822627992,-186.9047063
37.732,62.92014194,-623.7823518,-160.4473332,-159.4935968,-572.6811254,-565.8635276,-475.0662918,-7.912044496,-189.0504583
37.734,63.45676303,-623.4917787,-162.0786809,-156.6996515,-574.6257055,-564.4329856,-475.5135574,-7.979061098,-191.1515325
37.736,64.12717319,-622.5530046,-164.0903996,-157.7724054,-579.4091527,-563.4942649,-477.0116043,-11.22008893,-195.7336858
37.738,64.14963413,-624.3858493,-164.940009,-158.8900812,-582.5383031,-562.5107444,-477.9725418,-12.44945905,-200.4722112
37.74,63.05441928,-627.1574653,-165.8784856,-160.4769953,-583.968723,-560.9014914,-478.6209793,-13.09765241,-203.7356389
37.742,63.25559116,-627.9844783,-166.3482121,-162.1757257,-583.1193578,-562.0637229,-478.1961746,-13.52233502,-203.2214788
37.744,64.44016147,-628.1856444,-168.2256535,-165.1034601,-583.3429906,-561.6613791,-479.3582839,-13.36584088,-203.9814885
37.746,62.09348178,-632.7006972,-172.3384465,-166.8695734,-587.5226781,-563.3154319,-481.9285964,-13.43291852,-208.4518255
37.748,60.28293491,-636.2322715,-174.014716,-165.6176203,-588.3273656,-563.2260764,-481.8397293,-12.18120954,-208.8765081
37.75,57.28781772,-640.993193,-175.08747,-164.5004328,-590.562473,-562.3767112,-481.7723464,-12.22588727,-207.5354436
37.752,54.22531772,-644.1894935,-176.9873723,-165.8187921,-592.0600316,-561.8848899,-482.710823,-12.82940289,-207.0212835
37.754,52.52658725,-644.0777343,-176.4732121,-165.8861749,-590.4955785,-562.2872336,-481.0789871,-11.66711041,-204.2720159
37.756,53.84543491,-641.3284705,-175.1992864,-164.5004328,-587.6791722,-561.9520285,-480.2518386,-10.99657819,-200.2487005
37.758,54.94064975,-640.3226417,-174.8643254,-166.1542413,-586.7626683,-561.5943625,-481.8172683,-9.901363344,-197.6335882
37.76,55.54416538,-640.1885322,-175.3779973,-168.7470148,-586.6510961,-561.4378684,-482.4432449,-9.387264223,-198.5052923
37.762,57.51096225,-640.4344009,-173.9697942,-170.3339288,-585.935764,-561.9743674,-482.5770339,-11.10833356,-201.9921087
37.764,57.62277866,-639.5626834,-173.7686223,-170.691839,-584.3710668,-562.1978781,-483.9403152,-12.98589704,-201.9250921
37.766,59.0983646,-640.3226417,-174.7075871,-170.9374445,-583.991184,-561.6613791,-484.320198,-12.9188194,-200.8522161
37.768,59.16525913,-641.3284705,-173.5454778,-169.5067804,-583.8122289,-563.3377707,-484.320198,-13.38817975,-199.5334905
37.77,56.10324741,-642.9154456,-174.6182317,-170.0434015,-586.9863012,-562.8013938,-483.0907058,-13.14233014,-200.0698675
37.772,54.96311069,-643.1166099,-176.1607121,-167.8080499,-586.8744847,-560.0968039,-479.8055496,-9.186092348,-197.5889104
37.774,54.62766147,-641.6190436,-176.361884,-165.5731867,-584.0358617,-558.4874289,-475.7147293,-6.280330629,-192.8055852
37.776,54.85129428,-640.1438277,-177.7695989,-164.8353937,-584.9745824,-557.7498801,-474.6424636,-6.861507387,-193.2972844
37.778,57.15354038,-637.6404307,-177.8145207,-167.6742609,-588.4613988,-555.7605002,-474.7088699,-9.36486432,-199.1981634
37.78,64.10471225,-631.0690196,-175.5347356,-169.4174249,-592.1271703,-554.732424,-476.117073,-12.62823102,-203.6461614
37.782,71.57053257,-622.5083011,-171.5112981,-171.0492609,-591.8588597,-553.8159201,-481.0789871,-16.80804059,-208.4071477
37.784,75.772681,-619.4908164,-169.8350285,-170.848089,-589.4897191,-553.9724143,-484.9012527,-17.72442243,-209.3011907
37.786,75.14670444,-622.1283219,-171.55622,-172.4350031,-590.7861058,-554.732424,-487.1815261,-17.38915631,-212.1621526
37.788,72.66574741,-627.783314,-174.7075871,-170.4906671,-591.9484594,-553.1677268,-486.9578933,-14.99755475,-212.1844915
37.79,68.61984897,-634.5111869,-178.0606145,-170.1996515,-594.8988988,-552.7877219,-482.6444168,-13.92467877,-209.9047063
37.792,63.92600132,-642.2448905,-183.5811223,-173.329046,-602.3195531,-551.7371848,-479.4256668,-13.47759625,-208.5188421
37.794,62.89816928,-645.3070815,-184.3413762,-173.9994562,-604.3312719,-547.0209983,-476.5194168,-12.36004254,-207.2671331
37.796,63.76975132,-645.7988189,-183.290595,-175.4301203,-604.2419164,-545.9034446,-475.3348464,-13.23174664,-212.1844915
37.798,67.79318882,-644.9047492,-181.8604192,-175.5868585,-605.4264867,-544.4505637,-475.4910964,-15.80218121,-213.8832219
37.8,72.41965366,-643.8095153,-180.5640325,-177.5311945,-606.4098851,-545.813967,-481.0789871,-20.07140729,-214.8444036
37.802,73.8952396,-645.2623771,-179.4683293,-179.6547296,-607.2817113,-545.1434348,-484.3426589,-23.17827985,-216.4984563
37.804,72.21848178,-648.7268966,-181.0108098,-178.8944757,-607.0358617,-544.4282248,-485.1248855,-22.61950299,-216.4537786
37.806,70.22922397,-653.9795554,-183.4693059,-177.0844171,-606.8346898,-544.4282248,-486.8016433,-21.14428327,-219.225385
37.808,68.61984897,-657.5781882,-184.1402043,-176.8607843,-608.3322484,-546.0151389,-489.9305496,-21.9936485,-221.3264592
37.81,69.178931,-655.9018081,-182.396552,-177.3524835,-607.8852269,-547.4456809,-491.5623855,-23.35711286,-220.4994329
37.812,71.30197788,-652.7278579,-180.5640325,-176.4809015,-605.359348,-547.8480246,-490.3553543,-22.39593121,-216.4537786
37.814,73.8952396,-650.4256309,-180.7427434,-177.7099054,-604.7111547,-547.8033469,-490.3778152,-21.70306012,-215.9172796
37.816,75.90647007,-650.0009482,-181.5694035,-178.5819757,-608.5109594,-547.6915305,-491.4950027,-23.42412946,-218.3983587
37.818,75.8171146,-648.771601,-182.5532903,-179.4979913,-609.3603246,-546.9763205,-492.0760574,-23.13354108,-218.7783635
37.82,77.51584507,-648.2798637,-181.3906926,-179.4086359,-608.3097875,-542.9976828,-490.6678543,-21.25603864,-218.1525091
37.822,78.20871616,-649.419802,-180.4966496,-180.3700617,-608.5334203,-542.1036399,-489.6844558,-21.50188825,-220.119428
37.824,79.97482944,-648.1681045,-180.7427434,-179.945257,-609.4274633,-540.9189475,-490.1541824,-22.50774762,-222.3769964
37.826,80.01926303,-650.4703315,-180.9439153,-180.9511163,-609.7179906,-538.6167014,-490.0418777,-22.0606651,-223.6062444
37.828,77.60520053,-653.4207633,-180.8320989,-181.0180109,-609.4050023,-537.8344748,-488.2987136,-20.83135602,-221.2593206
37.83,74.90061069,-654.78422,-183.2461614,-181.3978937,-611.3720433,-540.3154319,-488.8573074,-19.24438092,-216.185468
37.832,73.11252475,-655.3430122,-185.459052,-179.8334406,-613.5402562,-539.8013938,-488.0975418,-18.08208844,-211.3127874
37.834,73.53732944,-654.1807235,-184.4307317,-177.598089,-611.975559,-539.3543723,-487.7176589,-18.05974957,-211.1787542
37.836,75.97385288,-652.3031753,-181.8379582,-177.0844171,-609.829807,-538.7285178,-488.2987136,-19.66906354,-213.5703557
37.838,78.81223178,-650.6714995,-180.8989934,-177.0844171,-608.4887426,-535.7334006,-488.3436355,-21.07720563,-220.5441106
37.84,78.94650913,-651.7443832,-181.9942082,-176.3466242,-607.7509496,-536.8286154,-490.4666824,-22.30657575,-221.6393255
37.842,78.1867435,-654.0466102,-184.4751653,-176.6371515,-607.3935277,-537.1191428,-490.2879714,-22.17242047,-217.61601
37.844,76.30881382,-657.3546699,-186.5318059,-177.9784601,-608.8910863,-536.3592551,-489.7742996,-21.30071637,-214.3079046
37.846,75.61594272,-656.997042,-187.5376653,-178.6713312,-611.9084203,-534.3923362,-488.9696121,-19.42315289,-216.9008001
37.848,72.86691928,-659.8804153,-188.655341,-179.4086359,-614.6576879,-535.0405295,-489.3944168,-19.75848004,-222.2205022
37.85,69.53635288,-664.8872054,-191.158759,-178.9393976,-617.1835668,-538.1696799,-492.0985183,-21.83715436,-224.9026311
37.852,67.68137241,-666.2730163,-191.8736028,-180.6381281,-618.1669652,-540.4049094,-494.4012527,-22.84301373,-225.6179632
37.854,67.05539585,-666.2059577,-191.8067082,-180.4144953,-617.9882543,-540.1367209,-494.5575027,-23.87115094,-226.176679
37.856,70.76584507,-664.1495994,-191.0689153,-179.6547296,-617.138889,-536.9404319,-492.0535964,-23.6476402,-227.2048772
37.858,74.61008335,-663.4790481,-191.3594426,-180.2357843,-616.2670629,-533.1182883,-488.835823,-23.60296246,-228.3672307
37.86,75.90647007,-668.4411338,-193.4829778,-180.3700617,-617.138889,-530.9724143,-487.4051589,-24.65349957,-229.2612737
37.862,73.71604038,-673.6938003,-194.5781926,-180.2133234,-617.2282445,-532.2017844,-489.7293777,-26.1287193,-228.3895696
37.864,70.54221225,-675.2584212,-193.8628606,-179.5878351,-616.9823949,-534.0346701,-492.5457839,-25.99456403,-227.8978704
37.866,67.34592319,-678.9911559,-195.6514348,-179.8783624,-615.3283422,-534.9957297,-494.132698,-23.37945172,-227.0485051
37.868,66.83176303,-678.0970901,-194.1538762,-178.4476984,-613.5177953,-536.2697776,-495.1160964,-21.2783775,-226.7355169
37.87,65.60275913,-675.973677,-194.0420598,-179.0956476,-614.9931371,-536.7839377,-495.3397293,-21.34545514,-226.2661565
37.872,63.05441928,-675.2360671,-194.1314153,-179.051214,-616.0883519,-539.39905,-496.3905105,-22.41833112,-223.5168889
37.874,62.20480991,-674.6996215,-194.9136418,-179.8109796,-617.1164281,-541.0977805,-497.507698,-22.93243024,-223.3157171
37.876,64.77561069,-672.7997268,-194.4663762,-179.1630304,-618.8376195,-540.3154319,-497.5301589,-23.11120221,-225.5061467
37.878,66.94357944,-671.4139197,-193.9971379,-176.6820734,-617.8764379,-539.4660666,-497.7537918,-23.35711286,-223.8968938
37.88,68.77658725,-668.552893,-191.8960637,-175.832464,-613.0707738,-539.39905,-497.9325027,-23.35711286,-225.3049749
37.882,69.91623569,-662.9202521,-189.728095,-175.0502374,-608.2651097,-539.7343772,-498.1336746,-23.98290631,-228.4789251
37.884,69.82688022,-661.0203536,-187.2915715,-176.5253351,-603.7052953,-540.5390647,-498.960823,-23.60296246,-228.4789251
37.886,69.64816928,-663.1884749,-184.9448918,-177.9335382,-602.5654027,-541.0307639,-497.6414871,-21.47954938,-225.0144475
37.888,67.63645053,-662.2944053,-188.5435246,-180.0570734,-608.6452367,-541.0977805,-494.8924636,-20.25017926,-221.6393255
37.89,63.56857944,-661.44504,-191.7842473,-179.4535578,-611.953098,-541.6566184,-492.4344558,-18.46203229,-215.2690862
37.892,61.44504428,-662.3167556,-191.0244817,-178.8051203,-609.3827855,-542.5506613,-491.0926589,-17.8361778,-211.4246038
37.894,60.84152866,-662.36146,-189.1690129,-178.3808038,-607.2370336,-540.8742697,-489.148323,-14.79638288,-207.825971
37.896,61.08762241,-662.3391097,-189.2588567,-178.0902765,-606.7675512,-541.008425,-488.4549636,-13.92467877,-206.9095891
37.898,62.85324741,-660.9532989,-188.4317082,-178.2465265,-606.0075414,-541.1424582,-486.6444168,-14.48345563,-207.0659612
37.9,65.3117435,-659.679251,-186.8667668,-178.6713312,-602.1408422,-542.1483176,-486.2430496,-15.24340436,-210.5305608
37.902,65.960181,-659.209864,-185.592841,-180.3925226,-599.3022191,-542.9976828,-485.9744949,-15.310482,-214.1738714
37.904,65.53537632,-659.2322143,-185.9951848,-184.3485773,-598.0727269,-542.7741721,-484.3426589,-14.93047711,-214.7325872
37.906,65.89328647,-659.94747,-187.0679387,-187.6117609,-599.1010472,-542.6624778,-483.3143386,-14.97515485,-214.6432317
37.908,63.74729038,-662.5849784,-188.811591,-191.6576593,-603.593723,-543.6458762,-483.8953933,-15.42223737,-214.6208928
37.91,61.64621616,-667.1447318,-190.3316106,-194.4291437,-606.4992406,-546.6409934,-485.2371902,-16.15984723,-216.5654729
37.912,61.10959507,-669.8045943,-190.443427,-194.9208429,-607.7287328,-547.065676,-485.773323,-15.60100934,-216.2302678
37.914,60.30539585,-672.6432632,-192.4551457,-195.9267023,-610.8132055,-546.6633322,-485.5496902,-14.55047223,-216.185468
37.916,61.37814975,-670.966883,-192.0747746,-195.6361749,-609.6733129,-546.6633322,-484.320198,-14.81872174,-214.2185491
37.918,63.3898685,-669.3352073,-191.5386418,-195.2338312,-606.8346898,-546.1046164,-484.163948,-15.28808209,-214.0397161
37.92,64.75314975,-668.7093528,-190.443427,-195.1444757,-605.8288305,-544.9422629,-484.0516433,-14.99755475,-214.7325872
37.922,66.45188022,-669.2010978,-189.3926457,-195.3681085,-606.2983129,-542.8859885,-484.1190261,-14.57287213,-215.1349309
37.924,68.17307163,-668.8881667,-188.9009465,-194.898382,-607.7287328,-541.6566184,-483.8065261,-13.67876813,-216.4537786
37.926,67.74826694,-668.5975974,-188.2080754,-193.7362726,-605.8735082,-541.4777854,-483.4481277,-12.1365318,-216.6101507
37.928,64.21652866,-669.6257804,-187.5601262,-194.6303156,-605.2253148,-545.3446067,-486.2430496,-12.87414166,-217.0124944
37.93,60.37229038,-672.2409347,-187.1577825,-193.9823663,-606.2311742,-549.7702658,-489.1258621,-14.55047223,-217.5713323
37.932,56.63938022,-674.0961288,-188.27497,-193.289007,-606.611057,-551.5360129,-488.5672683,-14.48345563,-215.9396184
37.934,55.3429935,-674.9678481,-188.0069035,-192.5067804,-604.2419164,-550.7761252,-487.2928543,-14.34936139,-213.6150335
